Taxon,RDYS_1,RDYS_2,RDYS_3,RDYS_4,RDYS_5
d__Bacteria;p__Abditibacteriota;c__Abditibacteria;o__Abditibacteriales;f__Abditibacteriaceae;g__Abditibacterium,0.001697679,5.39E-05,0.000482252,0.000256351,0.001110186
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium,6.68E-05,8.08E-05,8.77E-05,2.70E-05,9.80E-05
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Moheibacter,8.02E-05,0,0,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__SM1A07;f__SM1A07;g__SM1A07,0,0,0,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__AKYH767;g__AKYH767,0.000280719,0.000565481,0.000701457,0.000526195,0.000212241
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__CWT_CU03-E12;g__CWT_CU03-E12,0,0,0,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__FFCH9454;g__FFCH9454,0,0,4.38E-05,0,9.80E-05
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__KD3-93;g__KD3-93,5.35E-05,0,0.000233819,8.10E-05,0.000228568
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__LiUU-11-161;g__LiUU-11-161,0,0,0,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__NS11-12_marine_group;g__NS11-12_marine_group,5.35E-05,0.000390451,5.85E-05,0.000161906,3.27E-05
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__ST-12K33;g__ST-12K33,0,0,0,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Arcticibacter,0.000133676,0,0.000233819,8.10E-05,0.00013061
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter,0.000280719,0,0.000219205,0.000283336,0.00052244
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Nubsella,0,0,0,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Olivibacter,0,0,0,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter,0.000802053,0.000255813,0.000336115,0.000903976,0.00026122
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacteriaceae,0,0,0,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium,0.002285852,0,0,5.40E-05,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__unclassified_Sphingobacteriaceae,0.000360924,6.73E-05,0.000219205,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__uncultured,0,0.000296205,0.00055532,0.000134922,0.000277546
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__env.OPS_17;g__env.OPS_17,0.00175115,0.001265601,0.001139868,0.001592077,0.001240796
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__unclassified_Sphingobacteriales;g__unclassified_Sphingobacteriales,0,0,0.000102296,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__unclassified_Bacteroidia;f__unclassified_Bacteroidia;g__unclassified_Bacteroidia,0,0,0,0.000175398,0.000114284
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__SJA-28;g__SJA-28,0.000227248,0.000605873,0.000365342,0.000391273,9.80E-05
d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriales;g__Kapabacteriales,0.001122875,0.00140024,0.000964503,0.001227788,0.000604072
d__Bacteria;p__Bacteroidota;c__Kryptonia;o__Kryptoniales;f__BSV26;g__BSV26,0,4.04E-05,5.85E-05,0,0
d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__Rhodothermaceae,0.000681745,0.00017503,0.000336115,0.000593656,0.000832639
d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__Rubrivirga,5.35E-05,0,0,0,0
d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__unclassified_Rhodothermaceae,0,2.69E-05,0,0,8.16E-05
d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__uncultured,6.68E-05,6.73E-05,0.000116909,0.00012143,0
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Bacteriovorax,0,0,0,0,0
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Peredibacter,0.000320821,8.08E-05,0.000189978,0.000337305,0.000244894
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__uncultured,2.67E-05,0,0,0,0
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio,0.000855523,0.000686656,0.000467638,0.000323812,0.000669377
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__OM27_clade,0.001136242,0.000619337,0.000716071,0.000917468,0.00096325
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__0319-6G20;g__0319-6G20,0.001015934,0.000727048,0.000599161,0.00074207,0.000799987
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__Oligoflexaceae,0,0,0,0,0
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__Oligoflexus,0.000200513,0,7.31E-05,0.000148414,4.90E-05
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__unclassified_Oligoflexaceae,0,0,0,0,0
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__uncultured,0.000227248,0.000215421,0.000189978,0.000161906,3.27E-05
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae;g__Silvanigrella,2.67E-05,0,4.38E-05,0,0
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae;g__unclassified_Silvanigrellaceae,0,0,0,0,0
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae;g__uncultured,0,0,0,0,0
d__Bacteria;p__Bdellovibrionota;c__unclassified_Bdellovibrionota;o__unclassified_Bdellovibrionota;f__unclassified_Bdellovibrionota;g__unclassified_Bdellovibrionota,0,4.04E-05,0,0,0
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__AD3;o__AD3;f__AD3;g__AD3,2.67E-05,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineae;f__Anaerolineae;g__Anaerolineae,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UTCFX1,0.0004946,0.000242349,0.000102296,0.000161906,0.000506114
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__unclassified_Anaerolineaceae,0,6.73E-05,0,0,3.27E-05
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__uncultured,0.001550636,0.002275389,0.00122755,0.001861921,0.000897945
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenticatenales;f__Ardenticatenaceae;g__Ardenticatenaceae,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenticatenales;f__Ardenticatenaceae;g__unclassified_Ardenticatenaceae,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenticatenales;f__Ardenticatenaceae;g__uncultured,0.000187146,0.000430843,0.001359073,0.000539687,0.000914271
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenticatenales;f__uncultured;g__uncultured,0.000895626,0.002113823,0.001417528,0.000850007,0.000685703
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilineaceae,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Litorilinea,0.000213881,0.000336596,0.000233819,0.000188891,0.000767334
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__unclassified_Caldilineaceae,0,0,4.38E-05,0,0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__uncultured,0.00070848,0.000134638,0.000628389,0.000512703,0.001257122
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__RBG-13-54-9;f__RBG-13-54-9;g__RBG-13-54-9,0.000735215,0.000632801,0.000628389,0.000404765,0.000620398
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__A4b,0.003288418,0.004671953,0.001417528,0.005154013,0.003918303
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB13,0.00010694,9.42E-05,5.85E-05,5.40E-05,9.80E-05
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SBR1031;g__SBR1031,0.000962464,0.001938793,0.0013883,0.002131765,0.001142838
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__unclassified_SBR1031;g__unclassified_SBR1031,0,0,0,4.05E-05,0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__unclassified_Anaerolineae;f__unclassified_Anaerolineae;g__unclassified_Anaerolineae,4.01E-05,8.08E-05,8.77E-05,6.75E-05,0.00013061
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Candidatus_Chloroploca,0.00010694,0,4.38E-05,0,0.000473462
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Candidatus_Chlorothrix,0,0.000390451,8.77E-05,0,0.000212241
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloronema,6.68E-05,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__FFCH7168,0.002285852,0.002113823,0.001125254,0.001079375,0.002726486
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Oscillochloris,0,0.000107711,0.000146137,0,0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__unclassified_Chloroflexaceae,0.000147043,0.000107711,4.38E-05,0.000161906,0.000277546
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__uncultured,0,0,0,4.05E-05,0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__Herpetosiphon,0.001430328,0.000848222,0.001271391,0.00160557,0.003526473
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Kouleothrix,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__unclassified_Roseiflexaceae,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__uncultured,0.007940327,0.011619296,0.008870508,0.008432613,0.009191687
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__unclassified_Chloroflexales;g__unclassified_Chloroflexales,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Elev-1554;f__Elev-1554;g__Elev-1554,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Kallotenuales;f__AKIW781;g__AKIW781,0.002820554,0.000632801,0.000847594,0.001187312,0.003624431
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Kallotenuales;f__Kallotenuaceae;g__Kallotenue,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Kallotenuales;f__unclassified_Kallotenuales;g__unclassified_Kallotenuales,2.67E-05,4.04E-05,0,0,0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermobaculales;f__Thermobaculaceae;g__Thermobaculum,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__AKYG1722;g__AKYG1722,0.000534702,0.000403915,0.000248433,0.00043175,0.000653051
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__JG30-KF-CM45;g__JG30-KF-CM45,0.024877019,0.011928965,0.017375674,0.02443434,0.025011837
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Nitrolancea,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Sphaerobacter,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__unclassified_Thermomicrobiaceae,0,0,0,8.10E-05,0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__unclassified_Thermomicrobiales;g__unclassified_Thermomicrobiales,0,0,0,2.70E-05,3.27E-05
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__unclassified_Chloroflexia;f__unclassified_Chloroflexia;g__unclassified_Chloroflexia,0,0,0,0,0.000146936
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__S085;f__S085;g__S085,0.001390226,0.004510387,0.002469713,0.002833358,0.001714258
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__SAR202_clade;f__SAR202_clade;g__SAR202_clade,8.02E-05,0.000430843,0.000263046,0.000269844,0.000326525
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__unclassified_Dehalococcoidia;f__unclassified_Dehalococcoidia;g__unclassified_Dehalococcoidia,0,6.73E-05,0,0,0
d__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__Gitt-GS-136;f__Gitt-GS-136;g__Gitt-GS-136,0.008140841,0.008239872,0.012494703,0.010200089,0.00607337
d__Bacteria;p__Chloroflexi;c__JG30-KF-CM66;o__JG30-KF-CM66;f__JG30-KF-CM66;g__JG30-KF-CM66,0.003288418,0.004200719,0.002557395,0.003251616,0.002465266
d__Bacteria;p__Chloroflexi;c__KD4-96;o__KD4-96;f__KD4-96;g__KD4-96,0.026307347,0.040741588,0.035350509,0.030883603,0.025077142
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__B10-SB3A;f__B10-SB3A;g__B10-SB3A,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__B12-WMSP1;f__B12-WMSP1;g__B12-WMSP1,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__C0119;f__C0119;g__C0119,0.00256657,0.000888614,0.001739029,0.001011914,0.00336321
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__JG30-KF-AS9;g__JG30-KF-AS9,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__HSB_OF53-F07,0,0,0,0,0
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__uncultured,0,4.04E-05,2.92E-05,4.05E-05,0
d__Bacteria;p__Chloroflexi;c__OLB14;o__OLB14;f__OLB14;g__OLB14,0.000534702,0.000673192,0.000423797,0.000404765,0.000342852
d__Bacteria;p__Chloroflexi;c__P2-11E;o__P2-11E;f__P2-11E;g__P2-11E,0.001350123,0.007957131,0.006371568,0.003427014,0.003053011
d__Bacteria;p__Chloroflexi;c__SHA-26;o__SHA-26;f__SHA-26;g__SHA-26,0.000360924,0.000161566,0.000175364,5.40E-05,0.000146936
d__Bacteria;p__Chloroflexi;c__TK10;o__TK10;f__TK10;g__TK10,0.009143407,0.008684179,0.006693069,0.008864363,0.009730453
d__Bacteria;p__Chloroflexi;c__unclassified_Chloroflexi;o__unclassified_Chloroflexi;f__unclassified_Chloroflexi;g__unclassified_Chloroflexi,0.000160411,0.000242349,0.000204592,9.44E-05,0.000342852
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsaceae;g__Crinalium_SAG_22.89,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Microcoleus_PCC-7113,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Microcoleus_SAG_1449-1a,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__uncultured,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__Cyanobacteriaceae,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriales_Incertae_Sedis;g__uncultured,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Mastigocladopsis_PCC-10914,0,0,0,0,0.000212241
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc_PCC-7107,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__uncultured,0,0,0,0,0.000179589
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Cephalothrix_SAG_75.79,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Phormidium_IAM_M-71,0,0,0,0,0.000228568
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Planktothrix_NIVA-CYA_15,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Trichocoleus_SAG_26.92,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Tychonema_CCAP_1459-11B,9.36E-05,0,0,0,0.000163263
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__uncultured,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__unclassified_Cyanobacteriales;g__unclassified_Cyanobacteriales,0,0,4.38E-05,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__uncultured;g__uncultured,0,0,0,0,3.27E-05
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__CENA518,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya_ANT.L52.2,0,0,0,0,0.000163263
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya_Es-Yyy1000,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya_PCC-6306,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya_VRUC_135,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Phormidesmis_ANT.L52.6,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__RD011,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__TG-45,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__unclassified_Leptolyngbyaceae,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__uncultured,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Oxyphotobacteria_Incertae_Sedis;f__Unknown_Family;g__Leptolyngbya_EcFYyyy-00,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Nodosilineaceae;g__Nodosilinea_PCC-7104,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__unclassified_Cyanobacteriia;f__unclassified_Cyanobacteriia;g__unclassified_Cyanobacteriia,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Sericytochromatia;o__Sericytochromatia;f__Sericytochromatia;g__Sericytochromatia,0.000481232,0.000121175,0.000599161,0.000769054,0.000604072
d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Caenarcaniphilales;f__Caenarcaniphilales;g__Caenarcaniphilales,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacteraceae,0.000147043,9.42E-05,4.38E-05,8.10E-05,4.90E-05
d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Vampirovibrionales;f__Vampirovibrionaceae;g__Vampirovibrio,0,4.04E-05,5.85E-05,0,0
d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Vampirovibrionales;f__Vampirovibrionaceae;g__Vampirovibrionaceae,0,0,0,0,0
d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Vampirovibrionales;f__Vampirovibrionales;g__Vampirovibrionales,2.67E-05,0.000107711,8.77E-05,4.05E-05,9.80E-05
d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Vampirovibrionales;f__unclassified_Vampirovibrionales;g__unclassified_Vampirovibrionales,0,0,0,0,0
d__Bacteria;p__Dadabacteria;c__Dadabacteriia;o__Dadabacteriales;f__Dadabacteriales;g__Dadabacteriales,0,0.000107711,5.85E-05,0.00012143,0.00013061
d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum,0,0,0,0,0
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus,0,0,0,0,6.53E-05
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__unclassified_Deinococcaceae,0,0,0,0,0
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__uncultured,0,0,0,0,6.53E-05
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera,0.000173778,4.04E-05,4.38E-05,2.70E-05,0.000163263
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliaceae;g__Babeliaceae,4.01E-05,0.000121175,0,0,0
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliales;g__Babeliales,5.35E-05,0.000336596,0.000175364,0.000134922,0
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__UBA12409;g__UBA12409,2.67E-05,2.69E-05,0,0,0
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__UBA12411;g__UBA12411,0,0,0,0,0
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__Vermiphilaceae,0.000133676,9.42E-05,0.000102296,2.70E-05,3.27E-05
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__unclassified_Babeliales;g__unclassified_Babeliales,0,0,0,0,0
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,0,0,0,0,0
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__uncultured,0,0,0,0,0
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Bradymonadales;f__Bradymonadales;g__Bradymonadales,0,0.000134638,0,0,0
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__unclassified_Desulfuromonadales;g__unclassified_Desulfuromonadales,0,0,0,0,0
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__PB19;f__PB19;g__PB19,0.000213881,0.000201958,0.000102296,6.75E-05,6.53E-05
d__Bacteria;p__Desulfobacterota;c__unclassified_Desulfobacterota;o__unclassified_Desulfobacterota;f__unclassified_Desulfobacterota;g__unclassified_Desulfobacterota,0,0,0,0,0
d__Bacteria;p__Desulfobacterota;c__uncultured;o__uncultured;f__uncultured;g__uncultured,0.000935729,0.003581382,0.00166596,0.001403187,0.00013061
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__FCPU453;f__FCPU453;g__FCPU453,0,0,2.92E-05,2.70E-05,3.27E-05
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Lineage_IV;f__Lineage_IV;g__Lineage_IV,2.67E-05,0,0,0,6.53E-05
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__MVP-88;f__MVP-88;g__MVP-88,0.000147043,0.000228885,0.000160751,4.05E-05,6.53E-05
d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__Endomicrobiales;f__Endomicrobiaceae;g__Endomicrobium,0,8.08E-05,0,0,0
d__Bacteria;p__Elusimicrobiota;c__Lineage_IIa;o__Lineage_IIa;f__Lineage_IIa;g__Lineage_IIa,0.000574805,0.000780903,0.000920662,0.00074207,0.000424483
d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb;o__Lineage_IIb;f__Lineage_IIb;g__Lineage_IIb,0.000253984,0.000296205,0.000189978,0.000229367,9.80E-05
d__Bacteria;p__Elusimicrobiota;c__Lineage_IIc;o__Lineage_IIc;f__Lineage_IIc;g__Lineage_IIc,0,0.000255813,0,0,0
